cell id,Number,Slice,Date,Sample,Mouse,Mouse date of birth,Mouse age,Mouse gender,Mouse genotype,Targeted layer,Inferred layer,Cre,Exon reads,Intron reads,Intergenic reads,Sequencing batch,Number of genes detected,RNA family,RNA type,RNA type confidence,RNA type top-3,ALM/VISp top-3,Length (bp),Yield (pg/µl),User,Hold Time (min),Soma depth (µm),Soma depth (4x),Cortical thickness (4x),Cortical thickness (µm),Traced,Exclusion reasons
20190128_sample_2,565,20190128_slice_1,2019-01-28,Sample 2,mouse_IGDZU,2018-11-18,71,F,Pvalb-Cre/wt; Ai9/wt,2/3,2/3,PV+,377244,271255,65354,6,11044,Pvalb,Pvalb Il1rapl2,0.87,"Pvalb Il1rapl2 (87.0%), Pvalb Reln (11.3%)",Pvalb Tpbg (100.0%),1993,224.3,Fede,30.0,143.6,52.1,531.3,1466.388,y,0
20190128_sample_4,567,20190128_slice_2,2019-01-28,Sample 4,mouse_IGDZU,2018-11-18,71,F,Pvalb-Cre/wt; Ai9/wt,5,5,PV+,2266432,546571,158082,6,9941,Pvalb,Pvalb Calb1_2,0.77,"Pvalb Calb1_2 (76.6%), Pvalb Gpr149 (7.1%), Pvalb Il1rapl2 (7.0%)","Pvalb Sema3e Kank4 (68.0%), Pvalb Tpbg (24.0%), Pvalb Reln Itm2a (7.0%)",2076,235.54,Fede,40.0,739.8,267.9,545.1,1504.476,y,0
20190128_sample_6,568,20190128_slice_3,2019-01-28,Sample 6,mouse_IGDZU,2018-11-18,71,F,Pvalb-Cre/wt; Ai9/wt,1,1,PV-,676527,60300,70778,6,9626,Lamp5,Lamp5 Egln3_1,0.99,Lamp5 Egln3_1 (99.0%),Lamp5 Fam19a1 Pax6 (100.0%),1579,259.57,Fede,40.0,75.7,25.5,561.2,1548.912,y,0
20190128_sample_7,569,20190128_slice_4,2019-01-28,Sample 7,mouse_IGDZU,2018-11-18,71,F,Pvalb-Cre/wt; Ai9/wt,5,5,PV+,2224154,1782704,188178,6,9414,Pvalb,Pvalb Gpr149,0.66,"Pvalb Gpr149 (65.7%), Pvalb Calb1_2 (17.9%), Pvalb Il1rapl2 (8.0%)","Pvalb Gpr149 Islr (71.0%), Pvalb Tpbg (18.0%), Pvalb Reln Itm2a (8.0%)",1766,144.69,Fede,46.0,610.8,229.8,591.9,1633.644,y,0
20190128_sample_12,571,20190128_slice_12,2019-01-28,Sample 12,mouse_IGDZU,2018-11-18,71,F,Pvalb-Cre/wt; Ai9/wt,5,5,PV+,1880678,742929,144041,6,9467,Pvalb,Pvalb Reln,0.83,"Pvalb Reln (83.1%), Pvalb Kank4 (13.7%)",Pvalb Reln Itm2a (100.0%),1589,134.16,Matteo,45.0,763.8,274.9,557.8,1539.528,y,0
20190130_sample_3,573,20190130_slice_3,2019-01-30,Sample 3,mouse_RMKXD,2018-11-20,71,F,Pvalb-Cre/wt; Ai9/wt,6,5,PV-,680576,816823,147465,6,9644,Lamp5,Lamp5 Lhx6,0.94,"Lamp5 Lhx6 (93.6%), Lamp5 Pdlim5_2 (5.4%)",Lamp5 Lhx6 (100.0%),1825,160.62,Fede,61.0,1072.9,430.9,549.6,1516.896,y,0
20190130_sample_6,574,20190130_slice_5,2019-01-30,Sample 6,mouse_RMKXD,2018-11-20,71,F,Pvalb-Cre/wt; Ai9/wt,5,5,PV+,2610847,81910,109184,6,10114,Pvalb,Pvalb Calb1_2,0.73,"Pvalb Calb1_2 (73.3%), Pvalb Reln (20.7%), Pvalb Gpr149 (4.0%)","Pvalb Reln Tac1 (67.0%), Pvalb Gpr149 Islr (29.0%)",1791,230.68,Fede,60.0,632.6,226.4,509.6,1406.496,y,0
20190130_sample_8,575,20190130_slice_9,2019-01-30,Sample 8,mouse_YUYDJ,2018-11-21,70,F,Sst-IRES-Cre/wt; Ai9/wt,6,6,SST-,282122,114726,70439,6,11426,CT,L6 CT Cpa6,0.75,"L6 CT Cpa6 (75.0%), L6 CT Grp (13.4%), L6 CT Pou3f2 (8.3%)",L6 CT VISp Ctxn3 Brinp3 (100.0%),1946,284.87,Fede,25.0,1067.5,364.1,506.4,1397.664,y,0
20190130_sample_9,576,20190130_slice_11,2019-01-30,Sample 9,mouse_YUYDJ,2018-11-21,70,F,Sst-IRES-Cre/wt; Ai9/wt,5,5,SST+,639049,56053,53379,6,11268,Sst,Sst Myh8_1,0.55,"Sst Myh8_1 (54.9%), Sst Etv1 (36.7%), Sst Myh8_2 (4.1%)","Sst Myh8 Etv1  (67.0%), Sst Chrna2 Ptgdr (15.0%), Sst Chrna2 Glra3 (8.0%)",1767,236.14,Fede,60.0,651.3,235.9,513.1,1416.156,y,0
20190130_sample_10,577,20190130_slice_13,2019-01-30,Sample 10,mouse_YUYDJ,2018-11-21,70,F,Sst-IRES-Cre/wt; Ai9/wt,2/3,2/3,SST+,1432546,673199,150638,6,11460,Sst,Sst Calb2,0.96,Sst Calb2 (95.7%),"Sst Calb2 Pdlim5 (79.0%), Sst Calb2 Necab1 (20.0%)",1575,327.02,Fede,60.0,312.4,110.1,534.0,1473.84,y,0
20190130_sample_17,579,20190130_slice_10,2019-01-30,Sample 17,mouse_YUYDJ,2018-11-21,70,F,Sst-IRES-Cre/wt; Ai9/wt,5,5,SST+,1542004,1645434,288098,6,12053,Sst,Sst Crhr2_2,0.81,"Sst Crhr2_2 (80.9%), Sst Myh8_1 (14.7%)",Sst Tac2 Myh4 (96.0%),1732,881.33,Fede,60.0,773.4,297.7,553.5,1527.66,y,0
20190130_sample_18,580,20190130_slice_12,2019-01-30,Sample 18,mouse_YUYDJ,2018-11-21,70,F,Sst-IRES-Cre/wt; Ai9/wt,5,5,SST+,1920215,665765,174004,6,6512,Sst,Sst Myh8_1,0.25,"Sst Myh8_1 (25.1%), Sst Crhr2_1 (20.1%), Sst Myh8_3 (14.3%)","Sst Hpse Sema3c (35.0%), Sst Myh8 Fibin (21.0%), Sst Rxfp1 Eya1 (17.0%)",1528,32.05,Fede,40.0,812.9,294.0,572.9,1581.204,y,0
20190131_sample_1,581,20190131_slice_1,2019-01-31,Sample 1,mouse_EIXCQ,2018-11-21,71,F,Sst-IRES-Cre/wt; Ai9/wt,5,5,SST+,1311160,1436676,259631,6,11526,Sst,Sst Calb2,0.9,"Sst Calb2 (89.6%), Sst Hpse (5.3%), Sst Chodl (4.9%)",Sst Calb2 Pdlim5 (100.0%),1945,150.35,Fede,60.0,550.8,199.5,481.8,1329.768,y,0
20190131_sample_3,582,20190131_slice_5,2019-01-31,Sample 3,mouse_EIXCQ,2018-11-21,71,F,Sst-IRES-Cre/wt; Ai9/wt,5,5,SST+,1585206,1025274,172440,6,12236,Pvalb,Pvalb Il1rapl2,0.52,"Pvalb Il1rapl2 (51.6%), Pvalb Reln (44.1%)","Pvalb Reln Itm2a (78.0%), Pvalb Reln Tac1 (11.0%), Pvalb Tpbg (10.0%)",1957,273.74,Fede,65.0,419.9,149.8,493.1,1360.956,y,0
20190131_sample_5,584,20190131_slice_7,2019-01-31,Sample 5,mouse_EIXCQ,2018-11-21,71,F,Sst-IRES-Cre/wt; Ai9/wt,2/3,2/3,SST+,2783134,943624,223854,6,11358,Sst,Sst Pvalb Calb2,1.0,Sst Pvalb Calb2 (99.6%),"Sst Tac1 Htr1d (93.0%), Sst Tac1 Tacr3 (5.0%)",1964,249.93,Fede,40.0,277.1,97.8,517.9,1429.404,y,0
20190131_sample_6,585,20190131_slice_2,2019-01-31,Sample 6,mouse_EIXCQ,2018-11-21,71,F,Sst-IRES-Cre/wt; Ai9/wt,2/3,2/3,SST+,2692333,794588,203499,6,12593,Sst,Sst Pvalb Calb2,0.99,Sst Pvalb Calb2 (98.6%),"Sst Calb2 Necab1 (68.0%), Sst Tac1 Htr1d (32.0%)",2211,381.71,Fede,55.0,249.8,92.2,527.5,1455.9,y,0
20190201_sample_2,587,20190201_slice_1,2019-02-01,Sample 2,mouse_CPDRQ,2018-11-20,73,F,Pvalb-Cre/wt; Ai9/wt,2/3,2/3,PV+,506937,250064,58770,6,10358,Pvalb,Pvalb Il1rapl2,0.8,"Pvalb Il1rapl2 (80.3%), Pvalb Reln (14.4%), Pvalb Kank4 (2.3%)","Pvalb Tpbg (52.0%), Pvalb Reln Itm2a (48.0%)",2105,186.57,Fede,35.0,226.5,83.2,545.0,1504.2,y,0
20190201_sample_3,588,20190201_slice_3,2019-02-01,Sample 3,mouse_CPDRQ,2018-11-20,73,F,Pvalb-Cre/wt; Ai9/wt,2/3,2/3,PV+,1976892,1288060,173108,6,12433,Pvalb,Pvalb Il1rapl2,0.99,Pvalb Il1rapl2 (98.9%),Pvalb Tpbg (100.0%),2203,346.96,Fede,67.0,241.6,83.3,600.4,1657.104,y,0
20190201_sample_4,589,20190201_slice_3,2019-02-01,Sample 4,mouse_CPDRQ,2018-11-20,73,F,Pvalb-Cre/wt; Ai9/wt,5,5,PV+,1951448,1923929,218434,6,5958,Pvalb,Pvalb Gpr149,0.51,"Pvalb Gpr149 (50.7%), Pvalb Gabrg1 (20.1%), Pvalb Reln (12.9%)","Pvalb Gpr149 Islr (84.0%), Pvalb Reln Itm2a (16.0%)",1540,100.29,Fede,47.0,773.4,276.4,600.4,1657.104,y,0
20190204_sample_1,593,20190204_slice_1,2019-02-04,Sample 1,mouse_GXWEL,2018-11-21,75,F,Sst-IRES-Cre/wt; Ai9/wt,5,5,SST+,1600370,2212715,358885,6,12803,Sst,Sst Pvalb Etv1,0.85,"Sst Pvalb Etv1 (84.9%), Sst Pvalb Calb2 (10.0%), Sst Crhr2_2 (2.4%)",Sst Nr2f2 Necab1 (100.0%),2119,269.35,Fede,50.0,717.5,258.8,560.7,1547.532,y,0
20190204_sample_2,594,20190204_slice_1,2019-02-04,Sample 2,mouse_GXWEL,2018-11-21,75,F,Sst-IRES-Cre/wt; Ai9/wt,6,5,SST-,5702791,667365,266424,6,3192,CT,L6 CT Cpa6,0.26,"L6 CT Cpa6 (25.7%), L6 CT Pou3f2 (15.6%), L6 CT Grp (13.0%)","L6 CT ALM Cpa6 (91.0%), L6 CT ALM Nxph2 Sla (5.0%)",1534,132.42,Fede,10.0,1057.8,391.7,560.7,1547.532,y,0
20190204_sample_5,596,20190204_slice_3,2019-02-04,Sample 5,mouse_GXWEL,2018-11-21,75,F,Sst-IRES-Cre/wt; Ai9/wt,2/3,2/3,SST+,2020748,1747795,235718,6,10413,Sst,Sst Calb2,0.98,Sst Calb2 (98.3%),Sst Calb2 Pdlim5 (100.0%),1525,306.43,Fede,85.0,291.6,105.5,531.5,1466.94,y,0
20190204_sample_7,598,20190204_slice_4,2019-02-04,Sample 7,mouse_QWMWY,2018-11-20,76,M,Pvalb-Cre/wt; Ai9/wt,2/3,2/3,PV+,4901254,192101,252998,6,14647,Pvalb,Pvalb Il1rapl2,0.91,"Pvalb Il1rapl2 (91.3%), Pvalb Reln (7.6%)",Pvalb Tpbg (96.0%),2154,876.23,Fede,55.0,237.6,85.9,534.7,1475.772,y,0
20190204_sample_9,600,20190204_slice_5,2019-02-04,Sample 9,mouse_QWMWY,2018-11-20,76,M,Pvalb-Cre/wt; Ai9/wt,2/3,2/3,PV+,1445077,1338253,225728,6,11910,Pvalb,Pvalb Il1rapl2,0.8,"Pvalb Il1rapl2 (80.3%), Pvalb Reln (12.4%), Pvalb Gpr149 (4.6%)","Pvalb Reln Itm2a (58.0%), Pvalb Tpbg (42.0%)",2089,285.6,Fede,50.0,315.3,113.4,506.1,1396.836,y,0
20190204_sample_15,604,20190204_slice_12,2019-02-04,Sample 15,mouse_GXWEL,2018-11-21,75,F,Sst-IRES-Cre/wt; Ai9/wt,2/3,2/3,SST+,798221,604167,65448,6,11179,Sst,Sst Hpse,0.96,Sst Hpse (95.9%),Sst Hpse Cbln4 (99.0%),2267,215.69,Matteo,21.0,320,115.9,530.4,1463.904,y,0
20190204_sample_21,610,20190204_slice_6,2019-02-04,Sample 21,mouse_QWMWY,2018-11-20,76,M,Pvalb-Cre/wt; Ai9/wt,5,5,PV+,5418786,910367,251928,6,8570,Pvalb,Pvalb Calb1_2,0.57,"Pvalb Calb1_2 (57.0%), Pvalb Reln (26.6%), Pvalb Il1rapl2 (9.4%)","Pvalb Reln Tac1 (37.0%), Pvalb Tpbg (33.0%), Pvalb Reln Itm2a (30.0%)",2382,149.27,Fede,40.0,602,217.4,516.3,1424.988,y,0
20190204_sample_22,611,20190204_slice_7,2019-02-04,Sample 22,mouse_QWMWY,2018-11-20,76,M,Pvalb-Cre/wt; Ai9/wt,5,5,PV-,2073091,2222758,272431,6,12492,IT,L5 IT_1,0.9,"L5 IT_1 (89.9%), L5 IT_2 (4.9%), L6 IT_1 (4.3%)","L5 IT ALM Cpa6 Gpr88 (46.0%), L5 IT ALM Gkn1 Pcdh19 (33.0%), L5 IT ALM Tmem163 Arhgap25 (13.0%)",2320,300.17,Fede,10.0,503.8,184.4,529.0,1460.04,y,0
20190205_sample_2,614,20190205_slice_1,2019-02-05,Sample 2,mouse_CIQQT,2018-10-20,108,F,Sst-IRES-Cre/wt; Ai9/wt,5,2/3,SST+,2484261,1312502,188992,6,9560,Sst,Sst Hpse,0.84,"Sst Hpse (84.0%), Sst Calb2 (15.7%)",Sst Hpse Cbln4 (100.0%),2137,240.99,Matteo,45.0,468.9,173.4,616.6,1701.816,y,0
20190205_sample_4,616,20190205_slice_2,2019-02-05,Sample 4,mouse_CIQQT,2018-10-20,108,F,Sst-IRES-Cre/wt; Ai9/wt,2/3,2/3,SST+,2180864,1394555,229547,6,10561,Sst,Sst Calb2,0.85,"Sst Calb2 (84.6%), Sst Hpse (14.6%)",Sst Calb2 Pdlim5 (97.0%),1957,216.59,Matteo,48.0,294.9,117.6,509.0,1404.84,y,0
20190205_sample_6,618,20190205_slice_3,2019-02-05,Sample 6,mouse_CIQQT,2018-10-20,108,F,Sst-IRES-Cre/wt; Ai9/wt,2/3,2/3,SST+,1726728,69910,96702,6,8651,Sst,Sst Pvalb Calb2,0.88,"Sst Pvalb Calb2 (87.7%), Sst Calb2 (5.0%), Sst Pvalb Etv1 (1.7%)","Sst Mme Fam114a1 (70.0%), Sst Tac1 Htr1d (29.0%)",1526,133.74,Matteo,40.0,446.1,163.9,598.6,1652.136,y,0
20190205_sample_7,619,20190205_slice_4,2019-02-05,Sample 7,mouse_CIQQT,2018-10-20,108,F,Sst-IRES-Cre/wt; Ai9/wt,5,5,SST+,2971275,66635,92837,6,10526,Pvalb,Pvalb Gpr149,0.85,"Pvalb Gpr149 (84.9%), Pvalb Calb1_2 (6.7%), Pvalb Kank4 (5.6%)","Pvalb Gpr149 Islr (85.0%), Pvalb Reln Itm2a (13.0%)",1675,223.51,Matteo,30.0,692.7,255.4,449.5,1240.62,y,0
20190211_sample_2,621,20190211_slice_3,2019-02-11,Sample 2,mouse_PYVMS,2018-10-14,120,F,Pvalb-Cre/wt; Ai9/wt,6,6,PV-,4408457,97390,144172,6,11361,IT,L6 IT_2,0.99,L6 IT_2 (98.9%),"L6 IT VISp Penk Col27a1 (81.0%), L6 IT ALM Oprk1 (19.0%)",2220,248.13,Fede,44.0,1220.6,447.4,521.2,1438.512,y,0
20190211_sample_3,622,20190211_slice_3,2019-02-11,Sample 3,mouse_PYVMS,2018-10-14,120,F,Pvalb-Cre/wt; Ai9/wt,5,6,PV+,262502,51100,39932,6,12753,Pvalb,Pvalb Kank4,0.94,"Pvalb Kank4 (93.7%), Pvalb Calb1_2 (2.6%)","Pvalb Sema3e Kank4 (88.0%), Pvalb Akr1c18 Ntf3 (12.0%)",2376,326,Fede,30.0,1083.7,393.6,521.2,1438.512,y,0
20190211_sample_6,624,20190211_slice_7,2019-02-11,Sample 6,mouse_PYVMS,2018-10-14,120,F,Pvalb-Cre/wt; Ai9/wt,5,5,PV+,2248820,1684451,210307,6,11901,Pvalb,Pvalb Gpr149,0.98,Pvalb Gpr149 (98.1%),Pvalb Gpr149 Islr (99.0%),1896,326.27,Fede,60.0,758.1,276.8,580.1,1601.076,y,0
20190211_sample_8,625,20190211_slice_2,2019-02-11,Sample 8,mouse_PYVMS,2018-10-14,120,F,Pvalb-Cre/wt; Ai9/wt,5,5,PV+,1633426,1470522,157202,6,5947,Pvalb,Pvalb Reln,0.56,"Pvalb Reln (55.6%), Pvalb Il1rapl2 (23.6%), Pvalb Calb1_2 (7.0%)",Pvalb Reln Itm2a (98.0%),1526,70.97,Fede,40.0,867.6,327.6,541.7,1495.092,y,0
20190211_sample_9,626,20190211_slice_4,2019-02-11,Sample 9,mouse_PYVMS,2018-10-14,120,F,Pvalb-Cre/wt; Ai9/wt,5,5,PV+,1542616,1594781,212665,6,7802,Pvalb,Pvalb Reln,0.52,"Pvalb Reln (51.9%), Pvalb Gpr149 (26.0%), Pvalb Kank4 (11.3%)","Pvalb Reln Itm2a (74.0%), Pvalb Gpr149 Islr (20.0%), Pvalb Reln Tac1 (6.0%)",1785,87.66,Fede,62.0,549.5,201.8,546.3,1507.788,y,0
20190211_sample_10,627,20190211_slice_4,2019-02-11,Sample 10,mouse_PYVMS,2018-10-14,120,F,Pvalb-Cre/wt; Ai9/wt,6,5,PV-,2358644,1431128,233551,6,9134,CT,L6 CT Gpr139,0.71,"L6 CT Gpr139 (71.1%), L6 CT Pou3f2 (15.3%), L6 CT Cpa6 (11.7%)",L6 CT VISp Gpr139 (95.0%),1985,207.69,Fede,15.0,1046.7,385.5,546.3,1507.788,y,0
20190211_sample_11,628,20190211_slice_6,2019-02-11,Sample 11,mouse_PYVMS,2018-10-14,120,F,Pvalb-Cre/wt; Ai9/wt,5,5,PV+,126809,38824,21699,6,5434,Pvalb,Pvalb Reln,0.19,"Pvalb Reln (19.1%), Pvalb Kank4 (17.6%), Sst Chodl (11.0%)","Pvalb Reln Itm2a (39.0%), Sst Hpse Sema3c (28.0%), Sst Tac1 Tacr3 (11.0%)",1593,80.19,Fede,60.0,841.2,308.1,559.5,1544.22,y,0
20190212_sample_1,630,20190212_slice_1,2019-02-12,Sample 1,mouse_QDLIS,2018-10-22,113,F,Sst-IRES-Cre/wt; Ai9/wt,2/3,2/3,SST+,2428229,1189532,188858,6,12269,Sst,Sst Calb2,0.97,Sst Calb2 (96.9%),Sst Calb2 Pdlim5 (95.0%),1889,355.1,Fede,60.0,257.8,92.7,549.3,1516.068,y,0
20190212_sample_4,631,20190212_slice_7,2019-02-12,Sample 4,mouse_QDLIS,2018-10-22,113,F,Sst-IRES-Cre/wt; Ai9/wt,2/3,5,SST+,1486446,519453,204012,6,10498,Sst,Sst Calb2,0.6,"Sst Calb2 (59.6%), Sst Hpse (36.3%)","Sst Hpse Cbln4 (50.0%), Sst Calb2 Pdlim5 (47.0%)",1587,194.88,Fede,46.0,543,195.6,553.8,1528.488,y,0
20190212_sample_5,632,20190212_slice_9,2019-02-12,Sample 5,mouse_QDLIS,2018-10-22,113,F,Sst-IRES-Cre/wt; Ai9/wt,2/3,2/3,SST+,1393373,765511,123607,6,8518,Sst,Sst Calb2,1.0,Sst Calb2 (99.6%),"Sst Calb2 Pdlim5 (92.0%), Sst Calb2 Necab1 (8.0%)",1703,86.22,Fede,27.0,356.4,127.9,588.6,1624.536,y,0
20190212_sample_6,633,20190212_slice_2,2019-02-12,Sample 6,mouse_QDLIS,2018-10-22,113,F,Sst-IRES-Cre/wt; Ai9/wt,5,5,SST+,1272252,1455812,173177,6,10340,Sst,Sst Htr1a,0.43,"Sst Htr1a (42.7%), Sst Hpse (37.7%), Sst Crhr2_1 (11.7%)","Sst Crhr2 Efemp1 (85.0%), Sst Hpse Sema3c (15.0%)",1619,244.41,Fede,60.0,726,289.5,583.9,1611.564,y,0
20190212_sample_7,634,20190212_slice_4,2019-02-12,Sample 7,mouse_QDLIS,2018-10-22,113,F,Sst-IRES-Cre/wt; Ai9/wt,5,5,SST+,1957335,836359,130166,6,10688,Sst,Sst C1ql3_1,0.49,"Sst C1ql3_1 (48.6%), Sst Th_1 (31.3%), Sst C1ql3_2 (6.1%)","Sst Rxfp1 Prdm8 (54.0%), Sst Rxfp1 Eya1 (43.0%)",1682,142.54,Fede,55.0,783.7,283.7,541.6,1494.816,y,0
20190213_sample_7,638,20190213_slice_4,2019-02-13,Sample 7,mouse_LIGNT,2018-10-14,122,F,Pvalb-Cre/wt; Ai9/wt,5,5,PV+,5101324,747298,228627,6,14589,Pvalb,Pvalb Calb1_2,0.61,"Pvalb Calb1_2 (61.3%), Pvalb Kank4 (23.4%), Pvalb Calb1_1 (10.9%)",Pvalb Sema3e Kank4 (100.0%),2060,1236.02,Fede,40.0,964.2,340.1,546.3,1507.788,y,0
20190214_sample_1,640,20190214_slice_1,2019-02-14,Sample 1,mouse_SZOPU,2018-10-14,123,F,Pvalb-Cre/wt; Ai9/wt,5,5,PV+,1531015,78777,108657,6,13009,Pvalb,Pvalb Vipr2_2,0.72,"Pvalb Vipr2_2 (72.0%), Pvalb Reln (13.6%), Pvalb Kank4 (4.9%)",Pvalb Vipr2 (100.0%),1593,611.09,Fede,58.0,858,306.5,535.6,1478.256,y,0
20190214_sample_2,641,20190214_slice_3,2019-02-14,Sample 2,mouse_SZOPU,2018-10-14,123,F,Pvalb-Cre/wt; Ai9/wt,5,5,PV+,1326400,980575,190039,6,10712,Pvalb,Pvalb Il1rapl2,0.78,"Pvalb Il1rapl2 (77.6%), Pvalb Reln (19.4%)","Pvalb Tpbg (65.0%), Pvalb Reln Itm2a (32.0%)",1955,220.17,Fede,46.0,501.8,183.3,535.1,1476.876,y,0
20190214_sample_6,643,20190214_slice_2,2019-02-14,Sample 6,mouse_SZOPU,2018-10-14,123,F,Pvalb-Cre/wt; Ai9/wt,6,5,PV+,890770,782374,227084,6,6622,Pvalb,Pvalb Gpr149,0.85,"Pvalb Gpr149 (85.4%), Pvalb Calb1_2 (11.4%)","Pvalb Gpr149 Islr (92.0%), Pvalb Reln Itm2a (5.0%)",1598,152.22,Fede,30.0,958.6,330.3,556.4,1535.664,y,0
20190214_sample_9,644,20190214_slice_8,2019-02-14,Sample 9,mouse_SZOPU,2018-10-14,123,F,Pvalb-Cre/wt; Ai9/wt,5,5,PV+,1861164,1086831,149248,6,10621,Pvalb,Pvalb Kank4,0.66,"Pvalb Kank4 (65.9%), Pvalb Calb1_2 (25.3%), Pvalb Gpr149 (4.0%)",Pvalb Sema3e Kank4 (100.0%),1948,250.11,Fede,50.0,1007.5,352.2,611.4,1687.464,y,0
20190218_sample_3,645,20190218_slice_3,2019-02-18,Sample 3,mouse_ECLYT,2018-08-21,181,M,Sst-IRES-Cre/wt; Ai9/wt,2/3,2/3,SST+,1726260,1256486,187506,6,9159,Sst,Sst Hpse,0.74,"Sst Hpse (74.4%), Sst Calb2 (25.4%)","Sst Hpse Cbln4 (89.0%), Sst Calb2 Pdlim5 (11.0%)",2137,146.13,Fede,45.0,325.9,117.5,488.7,1348.812,y,0
20190218_sample_4,646,20190218_slice_4,2019-02-18,Sample 4,mouse_ECLYT,2018-08-21,181,M,Sst-IRES-Cre/wt; Ai9/wt,2/3,2/3,SST+,3502512,1588149,269145,6,10415,Sst,Sst Calb2,0.77,"Sst Calb2 (76.6%), Sst Hpse (23.4%)","Sst Hpse Cbln4 (63.0%), Sst Calb2 Pdlim5 (37.0%)",2144,160.19,Fede,65.0,279.6,101.7,569.3,1571.268,y,0
20190219_sample_1,648,20190219_slice_1,2019-02-19,Sample 1,mouse_UDUWP,2018-11-11,100,F,Vip-IRES-Cre/wt; Ai9/wt,2/3,2/3,VIP+,4022090,180080,222926,6,10803,Vip,Vip Htr1f,0.9,"Vip Htr1f (89.7%), Vip C1ql1 (5.7%)","Vip Chat Htr1f (75.0%), Vip Pygm C1ql1 (23.0%)",1767,185.98,Fede,34.0,137.8,54.4,523.1,1443.756,y,0
20190219_sample_3,649,20190219_slice_3,2019-02-19,Sample 3,mouse_UDUWP,2018-11-11,100,F,Vip-IRES-Cre/wt; Ai9/wt,2/3,2/3,VIP+,2196027,1448323,301197,6,11521,Sncg,Sncg Npy2r,0.87,"Sncg Npy2r (86.6%), Vip Sncg (13.4%)",Sncg Vip Nptx2 (100.0%),2054,182.57,Fede,26.0,128.6,43.9,537.8,1484.328,y,0
20190219_sample_7,651,20190219_slice_7,2019-02-19,Sample 7,mouse_UDUWP,2018-11-11,100,F,Vip-IRES-Cre/wt; Ai9/wt,2/3,2/3,VIP+,1106139,865855,270628,6,10774,Vip,Vip Mybpc1_1,0.73,"Vip Mybpc1_1 (73.0%), Vip Chat_1 (11.1%), Vip Mybpc1_3 (9.4%)","Vip Lmo1 Myl1 (64.0%), Vip Ptprt Pkp2 (26.0%), Vip Lect1 Oxtr (10.0%)",1788,148.43,Fede,40.0,246.5,88.3,536.4,1480.464,y,0
20190219_sample_8,652,20190219_slice_8,2019-02-19,Sample 8,mouse_UDUWP,2018-11-11,100,F,Vip-IRES-Cre/wt; Ai9/wt,6,6,VIP-,324182,20615,32889,6,3397,IT,L6 IT_2,0.23,"L6 IT_2 (22.6%), L5 IT_4 (13.0%), L6 IT Car3 (9.4%)","L6 IT VISp Penk Col27a1 (44.0%), L6 IT VISp Col23a1 Adamts2 (19.0%), L6 IT VISp Penk Fst (18.0%)",1530,69.29,Fede,25.0,1279.4,461.8,534.9,1476.324,y,0
20190221_sample_1,653,20190221_slice_1,2019-02-21,Sample 1,mouse_YGMUJ,2018-12-19,64,F,Sst-IRES-Cre/wt; Ai9/wt,2/3,5,SST+,1528633,1786305,272795,6,9141,Sst,Sst Pvalb Calb2,0.99,Sst Pvalb Calb2 (98.7%),"Sst Calb2 Necab1 (48.0%), Sst Tac1 Htr1d (31.0%), Sst Tac1 Tacr3 (17.0%)",2225,175,Fede,80.0,559.1,215.1,472.0,1302.72,y,0
20190221_sample_2,654,20190221_slice_3,2019-02-21,Sample 2,mouse_YGMUJ,2018-12-19,64,F,Sst-IRES-Cre/wt; Ai9/wt,5,5,SST+,1862747,92537,138219,6,9108,Sst,Sst Calb2,0.74,"Sst Calb2 (74.3%), Sst Hpse (17.0%), Sst Pvalb Calb2 (8.0%)","Sst Calb2 Pdlim5 (88.0%), Sst Hpse Cbln4 (9.0%)",1992,200.98,Fede,56.0,411.6,154.8,478.0,1319.28,y,0
20190221_sample_4,655,20190221_slice_5,2019-02-21,Sample 4,mouse_YGMUJ,2018-12-19,64,F,Sst-IRES-Cre/wt; Ai9/wt,2/3,2/3,SST+,2010877,79658,103026,6,9946,Sst,Sst Pvalb Calb2,0.5,"Sst Pvalb Calb2 (49.6%), Pvalb Il1rapl2 (37.0%), Pvalb Calb1_1 (10.0%)",Sst Tac1 Tacr3 (98.0%),2291,208.84,Fede,30.0,161,57.0,480.4,1325.904,y,0
20190221_sample_10,656,20190221_slice_6,2019-02-21,Sample 10,mouse_YGMUJ,2018-12-19,64,F,Sst-IRES-Cre/wt; Ai9/wt,5,5,SST+,1344823,884125,147061,6,6759,Sst,Sst Etv1,0.5,"Sst Etv1 (49.6%), Sst Pvalb Etv1 (27.7%), Sst Pvalb Calb2 (9.4%)",Sst Nr2f2 Necab1 (98.0%),1533,158.83,Fede,40.0,528.9,191.6,513.4,1416.984,y,0
20190222_sample_2,658,20190222_slice_2,2019-02-22,Sample 2,mouse_ZGNZE,2018-11-20,94,M,Vip-IRES-Cre/wt; Ai9/wt,6,6,VIP-,2815679,80501,121648,6,7045,CT,L6 CT Cpa6,0.56,"L6 CT Cpa6 (56.3%), L6 CT Pou3f2 (21.7%), L6b Col6a1 (13.9%)",L6 CT ALM Cpa6 (99.0%),1886,105.28,Fede,20.0,1044.4,385.2,497.8,1373.928,y,0
